name,stars,comment
Mahdi Sadeghi,5,"اول اینکه خیل خوب بود چون محتوا و معنی داشت. طوری هم ساده و مستقیم بهش اشاره می‌کرد که نه از توصیه مستقیم دلزده بشی، نه معنی رو گم کنی.
ایده هم که کلی جذاب بود و خیلی هم خوب روایت شده بود. به غیر از یکی دو تا نکته‌ی کوچیک واقعا کتاب جالبی هست.
کشش خوبی داره و تقریبا همیشه سوال بعدش چی میشه رو تو ذهن مخاطب نگه می‌داره. لذت بردم😇👌"
عمو علی,5,"این کتاب رو به همه پیشنهاد میکنم.
به لطف داستان جذاب و ترجمه ی روان ، از خیلی از کتابهای انگیزشی مصنوعی بیشتر روی خواننده تاثیر میزاره و شما رو درگیر داستانش میکنه‌‌.
این جمله یکی از چندین جمله ی کتاب هست که خیلی دوست داشتم :
(گاهی حسرت هایمان ریشه در واقعیت ندارند‌‌....یه مشت حرف مفتن!)"
jagvar,5,"سلام وقت بخیر بشدت روون و جالب ...
اونقدر روون ک میتونید چشماتون رو روی خطوط قرار بدید و ببینید ک چطور روی مطالب سر میخورن .
ترجمش واقعا عالیه .
ی درس زندگی خیلی مهم و مفید درِش هست .
حتما بخونید .."
yazdaan,4,"کتابی فوق العاده فلسفی،جالب،شگفت انگیز ، بی نظیر واقعا چیزی بیش از این نمیتوان در مورد این شاهکار گفت مَت هیگ به درستی توانسته زندگی بعد از مرگ،افسردگی، زندگی هایی که میتوانستیم در زمان های دیگر با شخصیت های متفاوت داشته باشیم،مفهوم زیستن، دنیاهای موازی،عشق،خودکشی،را شرح بده.
از آن تیپ کتاب هایی است که بقول کافکا یخ های ذهن را خرد میکند."
poone,5,"همه ما حسرتهایی داریم
همه ما ای کاش هایی داریم
و این کتاب داستان زندگی همه ماست"
Zahra sadat,5,"اگر میتونید این کتاب رو انگلیسی بخونید
کتاب فوق العاده ای برای نگاه کردن به خودتونه
اگر انسان ها رو خونده باشید، این کتاب هم مثل اون روون و جذاب اما قطعا عمیق تر هست
حتما به خلاصش در گودریدز نگاهی بندازید!"
مهرناز,5,"این یکی از بهترین کتاب‌هایی بود که به عمرم خوندم، انقدر جذاب بود که یک شبه دویست صفحه رو خوندم، از هزار تا کتاب روان‌شناسی بهتره.
ترجمه خوب بود، فقط غلط تایپی زیاد داشت."
✓,4,مطمئنم اگه صد تا کتاب موفقیت با مضمون حسرت نخوردن و اینجور چیزا می‌خوندم نمی تونستند این حس و خوب و منتقل کنند
ketabesf,5,کتاب فوقالعاده روان و جذاب. یه فیلم سینمایی جذاب بود برام و البته تاثیر گذار
نیتا,4,داستانی زیبا درباره ستایش زندگی و بهره بردن از فرصت ها.من کتاب رو خیلی دوست داشتم، اما به نظرم ترجمه کتاب احتیاج به ویراستاری مجدد دارد.
کاربر 3192373,5,کتاب قدرتمندی بود در کل پیام کتاب این بود که حسرت ها ریشه در واقعیت ندارند
Mary gholami,5,خیلی خیلی خیلی خوب بود
atefe1670,5,آخیششششش چقدر چسبید این کتاب. خیلی خوب و جذاب و روان بود عاااااالیییییی
sin.ein.mim,5,کتاب در مورد حسرت هایی که اکثرمون توی زندگی داریم حسرت هایی که گاهی ادامه دادن به زندگی رو در نظرمون سخت میکنن ولی وقتی یه شانس بهمون داده میشه تا اون زندگیا و اون حسرتا رو دنبال کنیم میفهمیم اون چیزی نبوده که واقعا میخواستیم و دنبالش بودیم! در کل به شدت لذت بردم از خوندنش و خوندنش رو به هر کسی که از رمان خوندن لذت میبره و دوست داره یه سری چیز در مورد زندگی یاد بگیره پیشنهاد میدم ☺
مصطفی,4,همه‌ی ما تو زندگی حسرت‌هایی داریم که ای کاش فلان زمان فلان کار رو می‌کردم یا فلان کار رو نمی کردم، به نظر من داستان این کتاب هم نافی این مسئله نیست که اگه تو گذشته تصمیمات بهتری می‌گرفتیم الان زندگی بهتری می‌داشتیم، ضمن این که داره میگه ممکنه اون چیزی که ما بهش به عنوان خوشبختی نگاه می‌کنیم شاید واقعا برامون شادی‌آور نباشه. کتاب می‌خواد بگه هرچند تو گذشته ممکنه تصمیمات اشتباه گرفته باشی که پیگه نمی‌تونی تغییرشون بدی ولی آینده رو هنوز داری، از همین الان خودکار زندگیت رو دستت بگیر و اون چیزی رو که درسته تو دفتر زندگیت بنویس.
Emma,5,یک کلام فوق العاده است، این کتاب شما را ب سمت آرزویی می بره ک هر انسانی دوست داره تجربه کنه، آرزوی زندگی مسیرهای دیگه
کاربر ۱۱۳۹۳۰۵,5,خیلی کتاب قشنگی بود. واقعا دوست داشتم. برای من خیلی هم آموزنده بود و در قالب داستان چیزای زیادی یاد گرفتم. درسته که یه مقدار حالت فانتزی داره ولی تم روانشناسی و فلسفی و علمی هم داره. با این کتاب می تونیم زندگی های زیادی را تجربه کنیم و ازش لذت ببریم. ترجمه هم خوب و روان بود. قلم نویسنده را هم خیلی دوست داشتم
کاربر ۱۴۶۶۷۷۱,5,به شدت خوندنش و توصیه میکنم
Bahar Parsa,5,"من شیفته این کتاب شدم دریک عصر دلگیر برای رفع کسالت شروع به خوندنش کردم‌ و به خاطرش از کار و زندگی افتادم اشتیاق شدیدی داشتم که تمومش کنم ولی از نزدیک شدن به صفحات آخرش ناراحت بودم
داستان تکراری حسرت های زندگی در یک بستر جذاب واقعا داستان جذابی بود و دوست دارم تمامش در مغزم نشست کنه و همه مفاهیمش بره توی عمیق ترین جای وجودم"
❦︎𝑭𝒂𝒓𝒏𝒂𝒛❦︎,5,موضوع داستان شما رو به فکر فرو می‌برد که اگر زندگی دیگری رو تجربه می کردید چه روزگاری داشتید، جالب بود دوست داشتم. پیشنهاد میکنم حتما بخونید.
shae128,5,"من نسخه انگلیسی این کتاب رو خوندم
باید اعتراف کنم یکی از بهترین و متفاوت ترین کتاب هایی بوده که توی این مدت خوندم درمورد ترجمه نظری ندارم اما ١٠٠% توصیه میکنم این کتاب رو یکبار هم که شده بخونید"
